MATR_ALUNO,ANO,PERIODO,SITUACAO,MEDIA_FINAL,NUM_FALTAS,DISCIPLINA
469,2015,1,Reprovado,28,0,5
469,2015,2,Reprovado,42,0,5
470,2017,1,Trancamento parcial,-1,-1,2
471,2016,2,Reprovado,19,8,5
472,2015,2,Reprovado por Frequencia,13,26,1
472,2016,1,Aprovado,65,0,1
472,2015,2,Reprovado,28,18,2
472,2016,1,Reprovado por Frequencia,15,26,2
472,2016,2,Reprovado por Frequencia,0,30,2
472,2015,2,Aprovado,67,0,3
472,2015,2,Reprovado por Frequencia,22,20,4
472,2016,1,Reprovado,28,8,4
472,2015,2,Reprovado por Frequencia,0,26,5
473,2015,2,Aprovado,65,6,1
473,2015,2,Aprovado,78,10,2
473,2015,2,Aprovado,84,0,3
473,2015,2,Aprovado,72,2,4
473,2015,2,Aprovado,80,0,5
474,2015,2,Reprovado por Frequencia,0,48,1
474,2015,2,Reprovado por Frequencia,0,24,2
474,2015,2,Reprovado,0,2,3
474,2015,2,Reprovado por Frequencia,9,22,4
474,2015,2,Reprovado por Frequencia,0,26,5
475,2015,2,Reprovado,34,8,1
475,2016,1,Aprovado,66,0,1
475,2015,2,Reprovado,31,12,2
475,2016,1,Reprovado por Frequencia,5,44,2
475,2016,2,Reprovado por Frequencia,0,40,2
475,2017,1,Reprovado por Frequencia,5,42,2
475,2015,2,Aprovado,80,2,3
475,2015,2,Reprovado,16,8,4
475,2016,1,Reprovado,36,14,4
475,2015,2,Reprovado,8,12,5
475,2016,1,Reprovado por Frequencia,6,24,5
475,2016,2,Reprovado por Frequencia,0,44,5
476,2015,2,Reprovado por Frequencia,20,54,1
476,2015,2,Reprovado por Frequencia,0,26,2
476,2015,2,Reprovado,0,2,3
476,2015,2,Reprovado por Frequencia,0,34,4
476,2015,2,Reprovado por Frequencia,0,26,5
477,2015,2,Dispensado,-1,-1,1
477,2015,2,Reprovado,30,10,2
477,2016,1,Reprovado,40,4,2
477,2016,2,Reprovado por Frequencia,1,26,2
477,2015,2,Dispensado,-1,-1,3
477,2015,2,Reprovado,2,8,4
477,2016,1,Reprovado,1,14,4
477,2015,2,Reprovado,10,8,5
478,2015,2,Reprovado por Frequencia,0,62,1
478,2015,2,Reprovado por Frequencia,18,28,2
478,2015,2,Reprovado,0,2,3
478,2015,2,Reprovado por Frequencia,0,34,4
478,2015,2,Reprovado,0,0,5
479,2015,2,Reprovado por Frequencia,36,38,1
479,2016,1,Reprovado por Frequencia,0,70,1
479,2016,2,Aprovado,70,6,1
479,2015,2,Reprovado por Frequencia,0,26,2
479,2016,1,Reprovado por Frequencia,0,36,2
479,2016,2,Reprovado por Frequencia,12,22,2
479,2017,1,Reprovado por Frequencia,15,40,2
479,2017,2,Reprovado por Frequencia,0,60,2
479,2015,2,Aprovado,83,0,3
479,2015,2,Reprovado por Frequencia,0,28,4
479,2016,1,Reprovado por Frequencia,0,42,4
479,2017,1,Reprovado,0,2,4
479,2015,2,Reprovado,10,10,5
480,2015,2,Aprovado,65,2,1
480,2015,2,Aprovado,69,0,2
480,2015,2,Aprovado,82,0,3
480,2015,2,Aprovado,74,0,4
480,2015,2,Aprovado,75,0,5
481,2015,2,Aprovado,71,10,1
481,2015,2,Aprovado,88,4,2
481,2015,2,Aprovado,82,2,3
481,2015,2,Aprovado,77,0,4
481,2015,2,Aprovado,60,0,5
482,2015,2,Aprovado,71,2,1
482,2015,2,Aprovado,92,0,2
482,2015,2,Aprovado,91,0,3
482,2015,2,Aprovado,83,0,4
482,2015,2,Aprovado,72,0,5
483,2015,2,Aprovado,64,2,1
483,2015,2,Aprovado,60,2,2
483,2015,2,Aprovado,87,0,3
483,2015,2,Aprovado,62,2,4
483,2015,2,Aprovado,63,0,5
484,2015,2,Reprovado por Frequencia,51,20,1
484,2015,2,Reprovado,39,11,2
484,2016,1,Reprovado por Frequencia,0,58,2
484,2015,2,Reprovado,39,0,3
484,2016,1,Reprovado por Frequencia,0,28,3
484,2015,2,Reprovado,34,6,4
484,2015,2,Reprovado,32,12,5
484,2016,1,Reprovado por Frequencia,0,38,5
485,2015,2,Aprovado,69,8,1
485,2015,2,Aprovado,60,4,2
485,2015,2,Aprovado,90,2,3
485,2015,2,Reprovado,51,2,4
485,2016,2,Reprovado por Frequencia,28,24,4
485,2017,2,Reprovado,24,6,4
485,2015,2,Aprovado,60,0,5
486,2015,2,Aprovado,66,10,1
486,2015,2,Reprovado,29,8,2
486,2016,1,Reprovado por Frequencia,3,30,2
486,2016,2,Reprovado por Frequencia,11,20,2
486,2017,1,Aprovado,66,10,2
486,2015,2,Aprovado,67,0,3
486,2015,2,Reprovado,12,16,4
486,2017,1,Reprovado,5,0,4
486,2015,2,Reprovado,8,0,5
486,2016,1,Reprovado por Frequencia,2,24,5
487,2015,2,Reprovado por Frequencia,45,30,1
487,2016,2,Reprovado por Frequencia,0,58,1
487,2017,1,Reprovado por Frequencia,0,22,1
487,2015,2,Reprovado,9,18,2
487,2016,2,Reprovado por Frequencia,0,40,2
487,2017,1,Reprovado por Frequencia,0,26,2
487,2015,2,Reprovado,21,0,3
487,2016,2,Reprovado por Frequencia,0,35,3
487,2015,2,Reprovado por Frequencia,22,22,4
487,2017,1,Reprovado por Frequencia,0,72,4
487,2015,2,Reprovado por Frequencia,10,26,5
487,2016,2,Reprovado,0,10,5
488,2015,2,Aprovado,71,2,1
488,2015,2,Aprovado,69,0,2
488,2015,2,Aprovado,94,0,3
488,2015,2,Aprovado,62,0,4
488,2015,2,Aprovado,71,2,5
489,2015,2,Aprovado,60,0,1
489,2015,2,Aprovado,60,4,2
489,2015,2,Aprovado,64,0,3
489,2015,2,Reprovado,50,4,4
489,2016,2,Aprovado,67,6,4
489,2015,2,Aprovado,66,0,5
490,2015,2,Aprovado,69,2,1
490,2015,2,Reprovado,36,4,2
490,2016,1,Reprovado por Frequencia,18,28,2
490,2016,2,Aprovado,66,4,2
490,2015,2,Aprovado,91,2,3
490,2015,2,Reprovado,19,2,4
490,2015,2,Aprovado,60,0,5
491,2015,2,Aprovado,62,2,1
491,2015,2,Aprovado,60,0,2
491,2015,2,Aprovado,92,0,3
491,2015,2,Reprovado,31,0,4
491,2016,2,Aprovado,64,2,4
491,2015,2,Aprovado,65,0,5
492,2015,2,Reprovado,55,12,1
492,2016,1,Trancamento parcial,-1,-1,1
492,2016,2,Reprovado por Frequencia,0,57,1
492,2015,2,Reprovado,32,10,2
492,2016,1,Reprovado por Frequencia,8,30,2
492,2016,2,Reprovado por Frequencia,1,26,2
492,2015,2,Aprovado,60,2,3
492,2015,2,Reprovado,4,10,4
492,2016,1,Reprovado por Frequencia,7,34,4
492,2017,1,Reprovado,0,2,4
492,2015,2,Reprovado,11,0,5
493,2015,2,Aprovado,60,4,1
493,2015,2,Reprovado,35,8,2
493,2016,1,Reprovado,35,12,2
493,2017,1,Aprovado,61,4,2
493,2015,2,Aprovado,66,0,3
493,2015,2,Reprovado,26,4,4
493,2016,2,Reprovado,33,8,4
493,2015,2,Aprovado,60,0,5
494,2015,2,Aprovado,64,4,1
494,2015,2,Reprovado,38,4,2
494,2016,1,Reprovado por Frequencia,16,32,2
494,2016,2,Reprovado por Frequencia,24,22,2
494,2017,1,Aprovado,70,8,2
494,2015,2,Aprovado,71,2,3
494,2015,2,Reprovado,22,10,4
494,2017,1,Reprovado,3,2,4
494,2015,2,Aprovado,60,0,5
495,2015,2,Aprovado,71,0,1
495,2015,2,Aprovado,83,0,2
495,2015,2,Aprovado,91,0,3
495,2015,2,Aprovado,77,2,4
495,2015,2,Aprovado,93,0,5
496,2015,2,Aprovado,76,12,1
496,2015,2,Aprovado,60,8,2
496,2015,2,Aprovado,60,2,3
496,2015,2,Aprovado,67,4,4
496,2015,2,Aprovado,78,0,5
497,2015,2,Reprovado por Frequencia,50,32,1
497,2016,2,Reprovado por Frequencia,0,68,1
497,2015,2,Reprovado por Frequencia,5,20,2
497,2017,2,Reprovado por Frequencia,4,44,2
497,2015,2,Reprovado,25,2,3
497,2016,2,Reprovado por Frequencia,5,34,3
497,2015,2,Reprovado por Frequencia,22,20,4
497,2015,2,Reprovado por Frequencia,15,26,5
497,2016,2,Reprovado por Frequencia,0,44,5
497,2017,2,Reprovado por Frequencia,11,20,5
498,2015,2,Dispensado,-1,-1,1
498,2015,2,Dispensado,-1,-1,2
498,2015,2,Aprovado,81,0,3
498,2015,2,Dispensado,-1,-1,4
498,2016,1,Equivalencia curricular,-1,-1,5
499,2015,2,Aprovado,72,0,1
499,2015,2,Aprovado,63,2,2
499,2015,2,Aprovado,91,0,3
499,2015,2,Aprovado,60,2,4
499,2015,2,Aprovado,64,0,5
500,2015,2,Aprovado,66,2,1
500,2015,2,Reprovado,33,2,2
500,2016,1,Aprovado,77,2,2
500,2015,2,Aprovado,87,0,3
500,2015,2,Reprovado,52,0,4
500,2015,2,Aprovado,60,0,5
501,2015,2,Aprovado,94,2,1
501,2015,2,Aprovado,77,4,2
501,2015,2,Aprovado,96,0,3
501,2015,2,Aprovado,89,0,4
501,2015,2,Aprovado,82,0,5
502,2015,2,Aprovado,70,0,1
502,2015,2,Reprovado,27,0,2
502,2016,2,Aprovado,65,0,2
502,2015,2,Aprovado,86,0,3
502,2015,2,Reprovado,29,2,4
502,2016,2,Aprovado,60,2,4
502,2015,2,Aprovado,68,0,5
503,2015,2,Aprovado,72,0,1
503,2015,2,Aprovado,69,0,2
503,2015,2,Aprovado,90,0,3
503,2015,2,Aprovado,72,0,4
503,2015,2,Aprovado,77,0,5
504,2015,2,Aprovado,60,6,1
504,2015,2,Aprovado,64,6,2
504,2015,2,Aprovado,72,0,3
504,2015,2,Aprovado,77,4,4
504,2015,2,Aprovado,60,0,5
505,2015,2,Aprovado,92,2,1
505,2015,2,Aprovado,83,0,2
505,2015,2,Aprovado,98,0,3
505,2015,2,Aprovado,85,6,4
505,2015,2,Aprovado,81,0,5
506,2015,2,Aprovado,77,2,1
506,2015,2,Reprovado,29,4,2
506,2016,1,Aprovado,70,2,2
506,2015,2,Aprovado,87,0,3
506,2015,2,Aprovado,62,2,4
506,2015,2,Aprovado,60,0,5
507,2015,2,Dispensado,-1,-1,1
507,2015,2,Dispensado,-1,-1,2
507,2015,2,Dispensado,-1,-1,3
507,2015,2,Dispensado,-1,-1,4
507,2015,2,Dispensado,-1,-1,5
508,2015,2,Reprovado por Frequencia,0,62,1
508,2015,2,Reprovado por Frequencia,0,19,2
508,2016,1,Reprovado por Frequencia,0,36,2
508,2016,2,Reprovado por Frequencia,0,22,2
508,2017,1,Reprovado por Frequencia,2,44,2
508,2015,2,Reprovado,0,2,3
508,2015,2,Reprovado por Frequencia,0,22,4
508,2016,1,Reprovado por Frequencia,0,42,4
508,2017,1,Reprovado por Frequencia,0,72,4
508,2015,2,Reprovado,15,10,5
508,2016,2,Reprovado por Frequencia,0,34,5
509,2015,2,Dispensado,-1,-1,1
509,2015,2,Dispensado,-1,-1,2
509,2015,2,Dispensado,-1,-1,3
509,2015,2,Dispensado,-1,-1,4
509,2015,2,Dispensado,-1,-1,5
510,2015,2,Aprovado,69,16,1
510,2015,2,Reprovado,53,10,2
510,2016,1,Reprovado por Frequencia,0,56,2
510,2015,2,Aprovado,91,0,3
510,2015,2,Reprovado por Frequencia,8,20,4
510,2015,2,Reprovado por Frequencia,15,23,5
511,2015,2,Aprovado,68,8,1
511,2015,2,Aprovado,60,0,2
511,2015,2,Aprovado,83,0,3
511,2015,2,Reprovado,19,0,4
511,2015,2,Aprovado,60,0,5
512,2015,2,Aprovado,74,10,1
512,2015,2,Reprovado,33,8,2
512,2016,1,Reprovado por Frequencia,10,30,2
512,2016,2,Reprovado,9,8,2
512,2015,2,Aprovado,73,0,3
512,2015,2,Reprovado,21,8,4
512,2015,2,Aprovado,60,0,5
513,2016,1,Dispensado,-1,-1,1
513,2016,1,Dispensado,-1,-1,2
513,2016,2,Aprovado,77,10,3
513,2016,1,Dispensado,-1,-1,4
513,2016,1,Dispensado,-1,-1,5
514,2015,2,Aprovado,66,8,1
514,2015,2,Aprovado,69,12,2
514,2015,2,Aprovado,89,0,3
514,2015,2,Reprovado,22,12,4
514,2015,2,Aprovado,67,0,5
515,2015,2,Aprovado,68,18,1
515,2015,2,Reprovado,43,10,2
515,2016,1,Aprovado,73,6,2
515,2015,2,Aprovado,90,0,3
515,2015,2,Reprovado,15,18,4
515,2017,2,Reprovado,36,14,4
515,2015,2,Aprovado,60,0,5
516,2015,2,Aprovado,60,0,2
516,2015,2,Aprovado,65,2,4
516,2015,2,Reprovado,52,0,5
517,2015,2,Aprovado,60,18,1
517,2015,2,Reprovado,28,14,2
517,2016,1,Trancamento parcial,-1,-1,2
517,2017,1,Reprovado,0,18,2
517,2017,2,Reprovado por Frequencia,0,62,2
517,2015,2,Aprovado,86,2,3
517,2015,2,Reprovado,3,16,4
517,2016,2,Reprovado por Frequencia,11,32,4
517,2015,2,Reprovado,10,18,5
517,2016,2,Reprovado por Frequencia,7,40,5
517,2017,2,Trancamento parcial,-1,-1,5
518,2015,2,Aprovado,85,8,1
518,2015,2,Aprovado,68,6,2
518,2015,2,Aprovado,90,0,3
518,2015,2,Aprovado,82,8,4
518,2015,2,Aprovado,60,0,5
519,2015,2,Aprovado,98,6,1
519,2015,2,Aprovado,60,0,2
519,2015,2,Aprovado,91,0,3
519,2015,2,Aprovado,60,4,4
519,2015,2,Aprovado,60,2,5
520,2015,2,Aprovado,70,4,1
520,2015,2,Reprovado,40,2,2
520,2016,2,Aprovado,97,0,2
520,2015,2,Aprovado,92,0,3
520,2015,2,Aprovado,66,4,4
520,2015,2,Aprovado,64,0,5
521,2016,1,Dispensado,-1,-1,1
521,2015,2,Aprovado,60,8,2
521,2016,1,Dispensado,-1,-1,3
521,2016,1,Dispensado,-1,-1,4
521,2016,1,Dispensado,-1,-1,5
522,2015,2,Reprovado por Frequencia,20,52,1
522,2016,2,Reprovado por Frequencia,0,58,1
522,2017,1,Reprovado,0,12,1
522,2017,2,Reprovado por Frequencia,0,24,1
522,2015,2,Reprovado por Frequencia,0,25,2
522,2017,1,Reprovado por Frequencia,27,34,2
522,2017,2,Reprovado por Frequencia,6,56,2
522,2015,2,Reprovado,24,0,3
522,2016,2,Reprovado por Frequencia,13,24,3
522,2015,2,Reprovado por Frequencia,0,30,4
522,2017,1,Reprovado,0,2,4
522,2015,2,Reprovado,6,4,5
522,2016,2,Reprovado,0,0,5
522,2017,2,Reprovado,0,2,5
523,2015,2,Aprovado,66,12,1
523,2015,2,Aprovado,60,6,2
523,2015,2,Aprovado,86,2,3
523,2015,2,Aprovado,60,6,4
523,2015,2,Aprovado,65,0,5
524,2015,2,Dispensado,-1,-1,1
524,2015,2,Aprovado,70,0,2
524,2015,2,Dispensado,-1,-1,3
524,2015,2,Reprovado,30,0,4
524,2017,1,Aprovado,69,2,4
524,2015,2,Dispensado,-1,-1,5
525,2015,2,Dispensado,-1,-1,1
525,2015,2,Dispensado,-1,-1,2
525,2015,2,Reprovado,48,0,3
525,2015,2,Aprovado,63,0,4
525,2015,2,Dispensado,-1,-1,5
526,2016,2,Aprovado,99,2,1
526,2015,2,Dispensado,-1,-1,2
526,2015,2,Dispensado,-1,-1,3
526,2017,2,Aprovado,60,10,4
526,2017,1,Aprovado,67,0,5
527,2015,2,Aprovado,62,6,1
527,2015,2,Dispensado,-1,-1,2
527,2015,2,Aprovado,92,0,3
527,2015,2,Dispensado,-1,-1,4
527,2015,2,Dispensado,-1,-1,5
528,2016,1,Dispensado,-1,-1,1
528,2015,2,Aprovado,62,8,2
528,2015,2,Aprovado,86,2,3
528,2015,2,Reprovado,53,0,4
528,2016,1,Dispensado,-1,-1,5
529,2015,2,Dispensado,-1,-1,1
529,2015,2,Dispensado,-1,-1,2
529,2015,2,Aprovado,82,0,3
529,2015,2,Dispensado,-1,-1,4
529,2015,2,Dispensado,-1,-1,5
530,2015,2,Aprovado,64,0,1
530,2015,2,Aprovado,61,0,2
530,2015,2,Aprovado,91,0,3
530,2015,2,Aprovado,75,6,4
530,2015,2,Aprovado,61,0,5
531,2015,2,Aprovado,74,10,1
531,2015,2,Reprovado,23,14,2
531,2016,1,Reprovado por Frequencia,0,52,2
531,2015,2,Aprovado,85,0,3
531,2015,2,Reprovado por Frequencia,0,22,4
531,2016,1,Reprovado por Frequencia,0,38,4
531,2015,2,Reprovado,23,0,5
531,2016,1,Reprovado por Frequencia,0,38,5
532,2017,1,Dispensado,-1,-1,1
532,2017,1,Dispensado,-1,-1,2
532,2017,1,Dispensado,-1,-1,3
532,2017,1,Dispensado,-1,-1,4
532,2017,1,Dispensado,-1,-1,5
533,2017,1,Aprovado,60,4,2
534,2017,1,Aprovado,100,0,4
535,2017,2,Aprovado,63,10,5
536,2017,1,Aprovado,65,0,4
537,2016,1,Aprovado,83,0,1
537,2016,1,Aprovado,74,2,2
537,2016,1,Aprovado,83,0,3
537,2016,1,Aprovado,87,4,4
537,2016,1,Aprovado,83,0,5
538,2016,1,Aprovado,61,0,1
538,2016,1,Aprovado,60,0,2
538,2016,1,Aprovado,73,2,3
538,2016,1,Aprovado,67,2,4
538,2016,1,Aprovado,64,0,5
539,2016,1,Aprovado,60,0,1
539,2016,1,Reprovado,41,2,2
539,2016,2,Reprovado,51,4,2
539,2017,1,Aprovado,66,4,2
539,2016,1,Aprovado,60,6,3
539,2016,1,Reprovado,37,0,4
539,2016,1,Aprovado,64,4,5
540,2016,1,Aprovado,73,0,1
540,2016,1,Reprovado,14,4,2
540,2016,1,Aprovado,64,6,3
540,2016,1,Reprovado,50,2,4
540,2016,1,Reprovado,51,0,5
540,2017,1,Reprovado,0,8,5
541,2016,1,Aprovado,66,0,1
541,2016,1,Aprovado,78,0,2
541,2016,1,Aprovado,89,2,3
541,2016,1,Aprovado,97,0,4
541,2016,1,Aprovado,94,0,5
542,2016,1,Aprovado,87,0,1
542,2016,1,Aprovado,60,10,2
542,2016,1,Aprovado,80,4,3
542,2016,1,Aprovado,98,2,4
542,2016,1,Aprovado,64,0,5
543,2016,1,Reprovado por Frequencia,10,40,1
543,2016,1,Reprovado por Frequencia,17,22,2
543,2016,1,Reprovado,0,16,3
543,2016,1,Reprovado,17,8,4
543,2016,1,Reprovado,42,18,5
544,2016,1,Reprovado,52,10,1
544,2017,2,Aprovado,71,8,1
544,2016,1,Aprovado,60,0,2
544,2016,1,Aprovado,67,2,3
544,2016,1,Aprovado,64,2,4
544,2016,1,Aprovado,65,0,5
545,2016,1,Aprovado,67,0,1
545,2016,1,Reprovado,57,4,2
545,2016,2,Aprovado,77,8,2
545,2016,1,Aprovado,72,4,3
545,2016,1,Aprovado,70,4,4
545,2016,1,Aprovado,65,0,5
546,2016,1,Aprovado,71,0,1
546,2016,1,Reprovado,38,8,2
546,2016,2,Aprovado,71,6,2
546,2016,1,Aprovado,66,8,3
546,2016,1,Aprovado,72,2,4
546,2016,1,Aprovado,69,0,5
547,2016,1,Reprovado,55,10,1
547,2016,1,Reprovado,35,6,2
547,2016,2,Aprovado,62,8,2
547,2016,1,Reprovado,45,10,3
547,2016,1,Reprovado,53,4,4
547,2017,1,Reprovado,18,0,4
547,2016,1,Reprovado,53,0,5
547,2016,2,Aprovado,60,10,5
548,2016,1,Aprovado,68,0,1
548,2016,1,Aprovado,70,0,2
548,2016,1,Aprovado,70,0,3
548,2016,1,Aprovado,89,0,4
548,2016,1,Aprovado,80,0,5
549,2016,1,Aprovado,62,0,1
549,2016,1,Aprovado,80,6,2
549,2016,1,Aprovado,89,0,3
549,2016,1,Aprovado,71,0,4
549,2016,1,Aprovado,76,0,5
550,2016,1,Aprovado,60,0,1
550,2016,1,Aprovado,84,0,2
550,2016,1,Aprovado,85,0,3
550,2016,1,Aprovado,90,0,4
550,2016,1,Aprovado,81,0,5
551,2016,1,Aprovado,67,0,1
551,2016,1,Aprovado,92,2,2
551,2016,1,Aprovado,83,0,3
551,2016,1,Aprovado,81,2,4
551,2016,1,Aprovado,75,0,5
552,2016,1,Aprovado,61,0,1
552,2016,1,Reprovado por Frequencia,16,21,2
552,2016,2,Reprovado por Frequencia,0,44,2
552,2016,1,Reprovado por Frequencia,7,20,3
552,2016,1,Reprovado por Frequencia,4,26,4
552,2016,1,Reprovado,14,8,5
552,2016,2,Reprovado,0,6,5
553,2016,1,Reprovado,50,12,1
553,2016,2,Reprovado por Frequencia,0,58,1
553,2016,1,Aprovado,60,10,2
553,2016,1,Aprovado,64,6,3
553,2016,1,Aprovado,62,6,4
553,2016,1,Aprovado,65,0,5
554,2016,1,Aprovado,62,0,1
554,2016,1,Aprovado,60,0,2
554,2016,1,Aprovado,72,4,3
554,2016,1,Aprovado,60,4,4
554,2016,1,Aprovado,68,0,5
555,2016,1,Aprovado,74,0,1
555,2016,1,Aprovado,60,2,2
555,2016,1,Aprovado,88,0,3
555,2016,1,Aprovado,89,2,4
555,2016,1,Aprovado,65,12,5
556,2016,1,Aprovado,60,0,1
556,2016,1,Aprovado,60,4,2
556,2016,1,Aprovado,64,0,3
556,2016,1,Aprovado,60,0,4
556,2016,1,Aprovado,60,0,5
557,2016,1,Aprovado,62,0,1
557,2016,1,Aprovado,62,14,2
557,2016,1,Aprovado,74,8,3
557,2016,1,Aprovado,72,8,4
557,2016,1,Aprovado,73,0,5
558,2016,1,Aprovado,60,0,1
558,2016,1,Reprovado por Frequencia,9,22,2
558,2016,1,Reprovado,34,18,3
558,2016,2,Reprovado por Frequencia,0,36,3
558,2016,1,Reprovado,21,12,4
558,2016,1,Reprovado,21,12,5
558,2016,2,Reprovado,0,10,5
559,2016,1,Aprovado,61,0,1
559,2016,1,Reprovado,15,6,2
559,2016,2,Aprovado,85,2,2
559,2016,1,Aprovado,66,8,3
559,2016,1,Aprovado,62,0,4
559,2016,1,Aprovado,60,0,5
560,2016,1,Aprovado,60,0,1
560,2016,1,Reprovado,52,6,2
560,2016,1,Reprovado,16,12,3
560,2016,1,Reprovado,56,4,4
560,2016,1,Aprovado,69,0,5
561,2016,1,Reprovado por Frequencia,1,60,1
561,2016,1,Reprovado por Frequencia,0,50,2
561,2016,1,Reprovado por Frequencia,0,22,3
561,2016,1,Reprovado por Frequencia,0,40,4
561,2016,1,Reprovado por Frequencia,0,27,5
562,2016,1,Reprovado por Frequencia,15,40,1
562,2016,1,Reprovado por Frequencia,5,28,2
562,2016,1,Reprovado,31,14,3
562,2016,1,Reprovado,8,14,4
562,2016,1,Reprovado por Frequencia,3,24,5
563,2016,1,Aprovado,81,0,1
563,2016,1,Aprovado,77,6,2
563,2016,1,Aprovado,73,4,3
563,2016,1,Aprovado,73,2,4
563,2016,1,Aprovado,66,0,5
564,2016,1,Dispensado,-1,-1,1
564,2016,1,Dispensado,-1,-1,2
564,2016,1,Dispensado,-1,-1,3
564,2016,1,Dispensado,-1,-1,4
564,2016,1,Dispensado,-1,-1,5
565,2016,1,Dispensado,-1,-1,1
565,2016,1,Dispensado,-1,-1,2
565,2016,1,Aprovado,83,0,3
565,2016,1,Dispensado,-1,-1,4
565,2016,1,Dispensado,-1,-1,5
566,2016,1,Aprovado,74,0,1
566,2016,1,Aprovado,67,6,2
566,2016,1,Aprovado,75,8,3
566,2016,1,Aprovado,92,4,4
566,2016,1,Aprovado,83,0,5
567,2016,1,Aprovado,69,0,1
567,2016,1,Reprovado,55,16,2
567,2016,2,Aprovado,66,18,2
567,2016,1,Aprovado,67,12,3
567,2016,1,Reprovado,41,6,4
567,2016,1,Reprovado,32,12,5
567,2016,2,Reprovado por Frequencia,0,30,5
568,2016,1,Aprovado,74,0,1
568,2016,1,Aprovado,60,14,2
568,2016,1,Aprovado,68,12,3
568,2016,1,Reprovado,39,4,4
568,2016,1,Reprovado por Frequencia,13,24,5
569,2016,1,Reprovado por Frequencia,9,24,1
569,2016,1,Reprovado por Frequencia,10,28,2
569,2016,1,Reprovado,18,16,3
569,2016,1,Reprovado,17,14,4
569,2016,1,Reprovado por Frequencia,14,23,5
570,2016,1,Reprovado por Frequencia,0,60,1
570,2016,1,Reprovado por Frequencia,11,34,2
570,2016,1,Reprovado,16,16,3
570,2016,1,Reprovado por Frequencia,0,28,4
570,2016,1,Reprovado por Frequencia,7,24,5
571,2016,1,Dispensado,-1,-1,1
571,2016,1,Dispensado,-1,-1,2
571,2016,1,Reprovado,38,10,3
571,2016,1,Dispensado,-1,-1,4
571,2016,1,Dispensado,-1,-1,5
572,2016,1,Dispensado,-1,-1,1
572,2016,1,Dispensado,-1,-1,2
572,2016,1,Dispensado,-1,-1,4
572,2016,1,Dispensado,-1,-1,5
573,2016,1,Dispensado,-1,-1,1
573,2016,1,Dispensado,-1,-1,2
573,2017,1,Equivalencia curricular,-1,-1,3
573,2016,1,Dispensado,-1,-1,4
573,2016,1,Dispensado,-1,-1,5
574,2016,1,Dispensado,-1,-1,1
574,2016,1,Dispensado,-1,-1,2
574,2016,1,Dispensado,-1,-1,3
574,2016,1,Dispensado,-1,-1,4
574,2016,1,Dispensado,-1,-1,5
575,2016,1,Dispensado,-1,-1,1
575,2016,1,Dispensado,-1,-1,2
575,2016,1,Dispensado,-1,-1,4
575,2016,1,Dispensado,-1,-1,5
576,2016,1,Dispensado,-1,-1,1
576,2016,1,Dispensado,-1,-1,2
576,2016,1,Dispensado,-1,-1,3
576,2016,1,Dispensado,-1,-1,4
576,2016,1,Dispensado,-1,-1,5
577,2016,1,Dispensado,-1,-1,1
577,2016,1,Dispensado,-1,-1,2
577,2016,1,Equivalencia curricular,-1,-1,3
577,2016,1,Dispensado,-1,-1,4
577,2016,1,Dispensado,-1,-1,5
578,2016,1,Aprovado,60,2,2
578,2016,1,Aprovado,73,2,4
579,2017,1,Aprovado,80,2,1
579,2016,2,Dispensado,-1,-1,2
579,2016,2,Dispensado,-1,-1,3
579,2016,1,Aprovado,61,2,4
579,2016,2,Aprovado,61,4,5
580,2016,1,Dispensado,-1,-1,2
580,2016,1,Dispensado,-1,-1,3
580,2016,1,Reprovado por Frequencia,0,44,4
581,2016,1,Aprovado,72,0,1
581,2016,1,Reprovado,20,4,2
581,2016,2,Reprovado,24,2,2
581,2017,1,Aprovado,60,0,2
581,2016,2,Aprovado,63,10,3
581,2016,1,Reprovado,34,2,4
581,2017,1,Aprovado,61,2,4
581,2016,2,Reprovado,51,6,5
581,2017,1,Aprovado,67,2,5
582,2016,2,Aprovado,87,4,1
582,2016,1,Dispensado,-1,-1,2
582,2017,2,Aprovado,77,6,3
582,2016,1,Aprovado,60,2,4
582,2016,2,Aprovado,60,8,5
583,2016,1,Reprovado por Frequencia,0,50,1
583,2016,1,Dispensado,-1,-1,2
583,2016,1,Reprovado por Frequencia,0,22,3
583,2016,1,Dispensado,-1,-1,4
583,2016,1,Dispensado,-1,-1,5
584,2016,1,Aprovado,69,0,1
584,2016,1,Reprovado,49,0,2
584,2016,2,Aprovado,79,0,2
584,2016,1,Aprovado,67,4,3
584,2016,1,Reprovado,49,6,4
584,2016,2,Aprovado,60,0,4
584,2016,1,Reprovado,40,0,5
584,2016,2,Aprovado,60,4,5
585,2016,1,Reprovado por Frequencia,0,66,1
585,2016,1,Reprovado por Frequencia,0,50,2
585,2016,1,Reprovado por Frequencia,0,26,3
585,2016,1,Reprovado por Frequencia,0,38,4
585,2016,1,Reprovado por Frequencia,0,38,5
586,2016,1,Aprovado,60,0,1
586,2016,1,Aprovado,79,18,2
586,2016,1,Reprovado por Frequencia,15,20,3
586,2016,1,Reprovado,54,4,4
586,2017,2,Reprovado por Frequencia,36,32,4
586,2016,1,Aprovado,72,0,5
587,2016,1,Aprovado,63,0,1
587,2016,1,Aprovado,63,14,2
587,2016,1,Aprovado,67,6,3
587,2016,1,Aprovado,62,2,4
587,2016,1,Aprovado,69,0,5
588,2016,1,Aprovado,64,0,1
